No,관리분류군,정이명여부,학명,대표국명,명명자,명명년도,Phylum,,Class,,Order,,Family,,Genus,,SubGenus,,Species,,콘텐츠 여부,URL
229,조류,정명,"Asio otus (Linnaeus, 1758)",칡부엉이,,,Chordata,척삭동물문,Aves,조강,Strigiformes,올빼미목,Strigidae,올빼미과,Asio,칡부엉이속,,,otus,칡부엉이,O,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000001870
230,조류,정명,"Asio flammeus (Pontoppidan, 1763)",쇠부엉이,,,Chordata,척삭동물문,Aves,조강,Strigiformes,올빼미목,Strigidae,올빼미과,Asio,칡부엉이속,,,flammeus,쇠부엉이,O,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000001871
231,조류,정명,"Aerodramus brevirostris (Horsfield, 1840)",작은칼새,,,Chordata,척삭동물문,Aves,조강,Apodiformes,칼새목,Apodidae,칼새과,Aerodramus,작은칼새속,,,brevirostris,작은칼새,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000001879
232,조류,정명,"Hirundapus caudacutus (Latham, 1801)",바늘꼬리칼새,,,Chordata,척삭동물문,Aves,조강,Apodiformes,칼새목,Apodidae,칼새과,Hirundapus,바늘꼬리칼새속,,,caudacutus,바늘꼬리칼새,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000001881
233,조류,정명,"Apus pacificus (Latham, 1801)",칼새,,,Chordata,척삭동물문,Aves,조강,Apodiformes,칼새목,Apodidae,칼새과,Apus,칼새속,,,pacificus,칼새,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000001883
234,조류,정명,"Apus nipalensis (Hodgson, 1837)",쇠칼새,,,Chordata,척삭동물문,Aves,조강,Apodiformes,칼새목,Apodidae,칼새과,Apus,칼새속,,,nipalensis,쇠칼새,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000001884
235,조류,정명,"Eurystomus orientalis (Linnaeus, 1766)",파랑새,,,Chordata,척삭동물문,Aves,조강,Coraciiformes,파랑새목,Coraciidae,파랑새과,Eurystomus,파랑새속,,,orientalis,파랑새,O,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000001888
236,조류,정명,"Halcyon coromanda (Latham, 1790)",호반새,,,Chordata,척삭동물문,Aves,조강,Coraciiformes,파랑새목,Alcedinidae,물총새과,Halcyon,호반새속,,,coromanda,호반새,O,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000001891
237,조류,정명,"Halcyon pileata (Boddaert, 1783)",청호반새,,,Chordata,척삭동물문,Aves,조강,Coraciiformes,파랑새목,Alcedinidae,물총새과,Halcyon,호반새속,,,pileata,청호반새,O,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000001892
238,조류,정명,"Alcedo atthis (Linnaeus, 1758)",물총새,,,Chordata,척삭동물문,Aves,조강,Coraciiformes,파랑새목,Alcedinidae,물총새과,Alcedo,물총새속,,,atthis,물총새,O,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000001894
239,조류,정명,"Megaceryle lugubris (Temminck, 1834)",뿔호반새,,,Chordata,척삭동물문,Aves,조강,Coraciiformes,파랑새목,Alcedinidae,물총새과,Megaceryle,뿔호반새속,,,lugubris,뿔호반새,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000001896
240,조류,정명,"Upupa epops Linnaeus, 1758",후투티,Linnaeus,1758,Chordata,척삭동물문,Aves,조강,Coraciiformes,파랑새목,Upupidae,후투티과,Upupa,후투티속,,,epops,후투티,O,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000001899
241,조류,정명,"Jynx torquilla Linnaeus, 1758",개미잡이,Linnaeus,1758,Chordata,척삭동물문,Aves,조강,Piciformes,딱다구리목,Picidae,딱다구리과,Jynx,개미잡이속,,,torquilla,개미잡이,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000001903
242,조류,정명,"Dendrocopos kizuki (Temminck, 1836)",쇠딱다구리,,,Chordata,척삭동물문,Aves,조강,Piciformes,딱다구리목,Picidae,딱다구리과,Dendrocopos,딱다구리속,,,kizuki,쇠딱다구리,O,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000001907
243,조류,정명,"Dendrocopos canicapillus (Blyth, 1845)",아물쇠딱다구리,,,Chordata,척삭동물문,Aves,조강,Piciformes,딱다구리목,Picidae,딱다구리과,Dendrocopos,딱다구리속,,,canicapillus,아물쇠딱다구리,O,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000001908
244,조류,정명,"Dendrocopos minor (Linnaeus, 1758)",쇠오색딱다구리,,,Chordata,척삭동물문,Aves,조강,Piciformes,딱다구리목,Picidae,딱다구리과,Dendrocopos,딱다구리속,,,minor,쇠오색딱다구리,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000001909
245,조류,정명,"Dendrocopos leucotos (Bechstein, 1803)",큰오색딱다구리,,,Chordata,척삭동물문,Aves,조강,Piciformes,딱다구리목,Picidae,딱다구리과,Dendrocopos,딱다구리속,,,leucotos,큰오색딱다구리,O,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000001910
246,조류,정명,"Dendrocopos major (Linnaeus, 1758)",오색딱다구리,,,Chordata,척삭동물문,Aves,조강,Piciformes,딱다구리목,Picidae,딱다구리과,Dendrocopos,딱다구리속,,,major,오색딱다구리,O,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000001911
247,조류,정명,"Picoides tridactylus (Linnaeus, 1758)",세가락딱다구리,,,Chordata,척삭동물문,Aves,조강,Piciformes,딱다구리목,Picidae,딱다구리과,Picoides,세가락딱다구리속,,,tridactylus,세가락딱다구리,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000001913
248,조류,정명,"Dryocopus javensis (Horsfield, 1821)",크낙새,,,Chordata,척삭동물문,Aves,조강,Piciformes,딱다구리목,Picidae,딱다구리과,Dryocopus,까막딱다구리속,,,javensis,크낙새,O,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000001915
249,조류,정명,"Dryocopus martius (Linnaeus, 1758)",까막딱다구리,,,Chordata,척삭동물문,Aves,조강,Piciformes,딱다구리목,Picidae,딱다구리과,Dryocopus,까막딱다구리속,,,martius,까막딱다구리,O,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000001916
250,조류,정명,"Picus canus Gmelin, 1788",청딱다구리,Gmelin,1788,Chordata,척삭동물문,Aves,조강,Piciformes,딱다구리목,Picidae,딱다구리과,Picus,청딱다구리속,,,canus,청딱다구리,O,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000001918
251,조류,정명,"Pitta nympha Temminck & Schlegel, 1850",팔색조,Temminck & Schlegel,1850,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Pittidae,팔색조과,Pitta,팔색조속,,,nympha,팔색조,O,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000001922
252,조류,정명,"Pitta moluccensis (Statius M?ller, 1776)",푸른날개팔색조,,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Pittidae,팔색조과,Pitta,팔색조속,,,moluccensis,푸른날개팔색조,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000001923
253,조류,정명,"Artamus fuscus Vieillot, 1817",회색숲제비,Vieillot,1817,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Artamidae,숲제비과,Artamus,숲제비속,,,fuscus,회색숲제비,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000001925
254,조류,정명,"Pericrocotus divaricatus (Raffles, 1822)",할미새사촌,,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Campephagidae,할미새사촌과,Pericrocotus,할미새사촌속,,,divaricatus,할미새사촌,O,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000001930
255,조류,정명,"Lanius tigrinus Drapiez, 1828",칡때까치,Drapiez,1828,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Laniidae,때까치과,Lanius,때까치속,,,tigrinus,칡때까치,O,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000001933
256,조류,정명,"Lanius bucephalus Temminck & Schlegel, 1845",때까치,Temminck & Schlegel,1845,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Laniidae,때까치과,Lanius,때까치속,,,bucephalus,때까치,O,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000001934
257,조류,정명,"Lanius cristatus Linnaeus, 1758",노랑때까치,Linnaeus,1758,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Laniidae,때까치과,Lanius,때까치속,,,cristatus,노랑때까치,O,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000001935
258,조류,정명,"Lanius collurio Linnaeus, 1758",붉은등때까치,Linnaeus,1758,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Laniidae,때까치과,Lanius,때까치속,,,collurio,붉은등때까치,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000001936
259,조류,정명,"Lanius schach Linnaeus, 1758",긴꼬리때까치,Linnaeus,1758,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Laniidae,때까치과,Lanius,때까치속,,,schach,긴꼬리때까치,O,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000001937
260,조류,정명,"Lanius sphenocercus Cabanis, 1873",물때까치,Cabanis,1873,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Laniidae,때까치과,Lanius,때까치속,,,sphenocercus,물때까치,O,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000001939
261,조류,정명,"Oriolus chinensis Linnaeus, 1766",꾀꼬리,Linnaeus,1766,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Oriolidae,꾀꼬리과,Oriolus,꾀꼬리속,,,chinensis,꾀꼬리,O,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000001942
262,조류,정명,"Dicrurus macrocercus Vieillot, 1817",검은바람까마귀,Vieillot,1817,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Dicruridae,바람까마귀과,Dicrurus,바람까마귀속,,,macrocercus,검은바람까마귀,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000001945
263,조류,정명,"Dicrurus leucophaeus Vieillot, 1817",회색바람까마귀,Vieillot,1817,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Dicruridae,바람까마귀과,Dicrurus,바람까마귀속,,,leucophaeus,회색바람까마귀,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000001946
264,조류,정명,"Dicrurus hottentottus (Linnaeus, 1766)",바람까마귀,,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Dicruridae,바람까마귀과,Dicrurus,바람까마귀속,,,hottentottus,바람까마귀,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000001947
265,조류,정명,"Terpsiphone paradisi (Linnaeus, 1758)",북방긴꼬리딱새,,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Monarchidae,긴꼬리딱새과,Terpsiphone,긴꼬리딱새속,,,paradisi,북방긴꼬리딱새,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000001950
266,조류,정명,"Terpsiphone atrocaudata (Eyton, 1839)",긴꼬리딱새,,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Monarchidae,긴꼬리딱새과,Terpsiphone,긴꼬리딱새속,,,atrocaudata,긴꼬리딱새,O,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000001951
267,조류,정명,"Garrulus glandarius (Linnaeus, 1758)",어치,,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Corvidae,까마귀과,Garrulus,어치속,,,glandarius,어치,O,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000001954
268,조류,정명,"Cyanopica cyanus (Pallas, 1776)",물까치,,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Corvidae,까마귀과,Cyanopica,물까치속,,,cyanus,물까치,O,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000001956
269,조류,이명,"Pica pica (Linnaeus, 1758)",까치,,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Corvidae,까마귀과,Pica,까치속,,,pica,까치,O,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000001958
270,조류,정명,"Nucifraga caryocatactes (Linnaeus, 1758)",잣까마귀,,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Corvidae,까마귀과,Nucifraga,잣까마귀속,,,caryocatactes,잣까마귀,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000001960
271,조류,정명,"Pyrrhocorax pyrrhocorax (Linnaeus, 1758)",붉은부리까마귀,,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Corvidae,까마귀과,Pyrrhocorax,붉은부리까마귀속,,,pyrrhocorax,붉은부리까마귀,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000001962
272,조류,정명,"Corvus dauuricus Pallas, 1776",갈까마귀,Pallas,1776,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Corvidae,까마귀과,Corvus,까마귀속,,,dauuricus,갈까마귀,O,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000001964
273,조류,정명,"Corvus frugilegus Linnaeus, 1758",떼까마귀,Linnaeus,1758,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Corvidae,까마귀과,Corvus,까마귀속,,,frugilegus,떼까마귀,O,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000001965
274,조류,정명,"Corvus corone Linnaeus, 1758",까마귀,Linnaeus,1758,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Corvidae,까마귀과,Corvus,까마귀속,,,corone,까마귀,O,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000001966
275,조류,정명,"Corvus macrorhynchos Wagler, 1827",큰부리까마귀,Wagler,1827,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Corvidae,까마귀과,Corvus,까마귀속,,,macrorhynchos,큰부리까마귀,O,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000001967
276,조류,정명,"Corvus corax Linnaeus, 1758",큰까마귀,Linnaeus,1758,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Corvidae,까마귀과,Corvus,까마귀속,,,corax,큰까마귀,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000001968
277,조류,정명,"Bombycilla garrulus (Linnaeus, 1758)",황여새,,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Bombycillidae,여새과,Bombycilla,여새속,,,garrulus,황여새,O,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000001971
278,조류,정명,"Bombycilla japonica (Siebold, 1824)",홍여새,,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Bombycillidae,여새과,Bombycilla,여새속,,,japonica,홍여새,O,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000001972
279,조류,정명,"Parus major Linnaeus, 1758",노랑배박새,Linnaeus,1758,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Paridae,박새과,Parus,박새속,,,major,노랑배박새,O,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000001975
280,조류,정명,"Remiz pendulinus (Linnaeus, 1758)",스윈호오목눈이,,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Remizidae,스윈호오목눈이과,Remiz,스윈호오목눈이속,,,pendulinus,스윈호오목눈이,O,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000001983
281,조류,정명,"Riparia riparia (Linnaeus, 1758)",갈색제비,,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Hirundinidae,제비과,Riparia,갈색제비속,,,riparia,갈색제비,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000001986
282,조류,정명,"Hirundo rustica Linnaeus, 1758",제비,Linnaeus,1758,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Hirundinidae,제비과,Hirundo,제비속,,,rustica,제비,O,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000001988
283,조류,정명,"Ptyonoprogne rupestris (Scopoli, 1769)",바위산제비,,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Hirundinidae,제비과,Ptyonoprogne,바위산제비속,,,rupestris,바위산제비,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000001990
284,조류,정명,"Delichon dasypus (Bonaparte, 1850)",흰털발제비,,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Hirundinidae,제비과,Delichon,털발제비속,,,dasypus,흰털발제비,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000001993
